Date;Price;Open;High;Low;Vol.;Change %;;Kolumna B: symbol → wpisz HG=F we wszystkich wierszach (przeciągnij w dół)
09/27/2022;18.302;18.38;18.965;17.895;83.80K;-0.82%;;
09/26/2022;18.453;18.525;18.785;18.295;63.09K;-5.79%;;
09/22/2022;19.587;19.235;19.745;18.76;82.52K;0.72%;;
09/21/2022;19.447;19.66;19.89;19.25;63.37K;1.57%;;
09/20/2022;19.146;19.525;19.96;19.23;70.73K;-0.90%;;
09/19/2022;19.319;19.555;19.605;19.07;42.27K;0.48%;;
09/15/2022;19.227;19.41;19.64;18.77;58.15K;-1.53%;;
09/14/2022;19.525;19.265;19.625;19.11;50.66K;0.39%;;
09/13/2022;19.449;19.41;19.685;19.215;47.43K;-1.85%;;
09.12.2022;19.816;18.81;19.93;19.295;76.43K;7.68%;;
09.08.2022;18.402;18.325;18.86;18.445;43.86K;1.00%;;
09.07.2022;18.22;17.82;18.665;18.24;53.20K;1.97%;;
09.06.2022;17.868;17.845;18.4;17.74;49.64K;1.34%;;
09.01.2022;17.632;17.7;18.165;17.62;62.96K;-1.22%;;
08/31/2022;17.849;17.96;17.865;17.4;66.96K;-2.17%;;
08/30/2022;18.244;18.675;18.39;17.8;63.46K;-1.92%;;
08/29/2022;18.602;18.75;18.7;18.225;58.00K;-2.85%;;
08/25/2022;19.147;19.155;19.345;18.68;53.72K;1.08%;;
08/24/2022;18.942;19.045;19.26;18.955;46.31K;-0.64%;;
08/23/2022;19.064;18.885;19.105;18.815;42.82K;0.77%;;
08/22/2022;18.918;19.05;19.155;18.65;52.28K;-3.02%;;
08/18/2022;19.508;19.81;19.48;18.925;55.57K;-1.36%;;
08/17/2022;19.776;20.205;19.885;19.41;46.16K;-1.75%;;
08/16/2022;20.128;20.265;20.24;19.63;49.57K;-0.93%;;
08/15/2022;20.317;20.81;20.25;19.86;41.92K;-0.38%;;
08.11.2022;20.394;20.61;20.85;20.19;46.59K;-1.90%;;
08.10.2022;20.79;20.545;20.605;20.19;56.53K;1.26%;;
08.09.2022;20.531;20.67;20.83;20.315;65.02K;-0.64%;;
08.08.2022;20.664;19.825;20.74;20.4;53.85K;2.43%;;
08.04.2022;20.173;20.015;20.28;19.47;62.13K;1.13%;;
08.03.2022;19.947;19.92;20.38;19.93;49.82K;-1.20%;;
08.02.2022;20.189;20.46;20.14;19.75;47.27K;-1.09%;;
08.01.2022;20.412;20.5;20.495;19.915;64.54K;2.48%;;
07/28/2022;19.918;19.185;20.35;19.825;64.59K;7.09%;;
07/27/2022;18.6;18.535;20;19.01;86.52K;0.35%;;
07/26/2022;18.535;18.33;19.095;18.36;62.26K;1.13%;;
07/25/2022;18.328;18.54;18.62;18.285;40.82K;-2.09%;;
07/21/2022;18.719;18.61;18.88;18.42;47.28K;0.27%;;
07/20/2022;18.668;18.695;18.805;18.12;58.42K;-0.24%;;
07/19/2022;18.713;18.655;19.03;18.565;42.47K;-0.67%;;
07/18/2022;18.84;18.675;18.845;18.51;36.80K;3.37%;;
07/14/2022;18.225;19.18;18.695;18.095;53.07K;-5.05%;;
07/13/2022;19.194;18.87;19.18;18.01;82.27K;1.24%;;
07.12.2022;18.958;19.055;19.36;18.79;63.75K;-0.91%;;
07.11.2022;19.132;19.265;19.135;18.63;53.27K;-0.29%;;
07.07.2022;19.188;19.17;19.39;18.935;43.11K;0.15%;;
07.06.2022;19.159;19.155;19.435;19.035;42.48K;0.20%;;
07.05.2022;19.121;19.88;19.325;18.705;66.25K;-6.05%;;
06/30/2022;20.352;20.725;20.29;19.295;75.67K;-1.86%;;
06/29/2022;20.738;20.84;20.785;20.145;61.10K;-0.48%;;
06/28/2022;20.839;21.17;21.065;20.61;53.00K;-1.60%;;
06/27/2022;21.178;21.245;21.355;20.72;42.01K;0.58%;;
06/23/2022;21.056;21.435;21.205;20.545;72.54K;-1.91%;;
06/22/2022;21.465;21.555;21.495;20.89;71.94K;-1.60%;;
06/21/2022;21.813;21.6;21.675;21.205;55.92K;-0.52%;;
06/16/2022;21.928;21.705;21.965;21.56;43.90K;2.17%;;
06/15/2022;21.463;21.26;21.97;21.32;52.32K;2.20%;;
06/14/2022;21;21.12;21.845;20.97;70.54K;-1.43%;;
06/13/2022;21.305;22.08;21.36;20.845;59.21K;-2.56%;;
06.09.2022;21.864;22.135;22.02;21.235;78.78K;-1.28%;;
06.08.2022;22.148;22.12;22.165;21.535;63.62K;-0.38%;;
06.07.2022;22.233;22.31;22.275;21.795;44.94K;0.39%;;
06.06.2022;22.147;22.31;22.3;21.84;51.45K;-0.82%;;
06.02.2022;22.33;21.95;22.525;21.86;37.47K;1.68%;;
06.01.2022;21.962;21.54;22.38;21.785;35.94K;1.04%;;
05/31/2022;21.737;21.815;21.995;21.41;51.15K;-1.04%;;
05/26/2022;21.965;21.975;22.475;21.94;38.41K;0.43%;;
05/25/2022;21.87;22.115;22.075;21.73;29.70K;-0.87%;;
05/24/2022;22.063;21.77;22.145;21.725;32.08K;1.57%;;
05/23/2022;21.723;21.78;22.215;21.645;36.83K;-0.84%;;
05/19/2022;21.908;21.43;22.08;21.58;34.79K;1.69%;;
05/18/2022;21.544;21.665;22.01;21.25;41.28K;-0.95%;;
05/17/2022;21.75;21.65;21.75;21.365;33.87K;0.92%;;
05/16/2022;21.551;21.105;21.925;21.52;39.23K;3.75%;;
05.12.2022;20.773;21.555;21.125;20.42;58.68K;-3.72%;;
05.11.2022;21.575;21.21;21.625;20.59;82.00K;0.70%;;
05.10.2022;21.424;21.77;21.97;21.2;80.77K;-1.81%;;
05.09.2022;21.82;22.395;22.085;21.155;78.50K;-2.78%;;
05.05.2022;22.443;23.04;22.665;22.11;59.54K;0.18%;;
05.04.2022;22.402;22.6;23.345;22.325;71.88K;-1.16%;;
05.03.2022;22.665;22.7;23.125;22.22;58.06K;0.36%;;
05.02.2022;22.584;22.785;22.89;22.44;43.73K;-2.58%;;
04/28/2022;23.181;23.365;23.65;22.71;55.33K;-1.29%;;
04/27/2022;23.483;23.65;23.455;22.94;57.59K;-0.38%;;
04/26/2022;23.572;23.79;23.765;23.275;37.58K;-0.53%;;
04/25/2022;23.698;24.18;23.975;23.445;45.15K;-3.89%;;
04/21/2022;24.657;25.3;24.74;24.08;65.63K;-2.55%;;
04/20/2022;25.303;25.21;25.31;24.48;69.61K;-0.48%;;
04/19/2022;25.426;26.045;25.4;24.98;44.95K;-2.88%;;
04/18/2022;26.181;26.11;26.195;25.165;65.30K;0.46%;;
04/13/2022;26.06;25.62;26.115;25.46;51.61K;1.13%;;
04.12.2022;25.769;25.275;26.07;25.53;62.66K;2.99%;;
04.11.2022;25.022;24.985;25.84;25.025;74.87K;0.96%;;
04.07.2022;24.785;24.515;24.935;24.495;50.94K;1.13%;;
04.06.2022;24.509;24.625;24.78;24.335;48.61K;-0.32%;;
04.05.2022;24.588;24.9;24.68;24.2;47.18K;-0.19%;;
04.04.2022;24.636;24.75;25.11;24.355;49.22K;-2.07%;;
03/31/2022;25.158;24.78;25.04;24.565;44.25K;0.05%;;
03/30/2022;25.146;25.01;25.285;24.67;36.61K;1.66%;;
03/29/2022;24.736;25.01;25.265;24.855;38.79K;-1.83%;;
03/28/2022;25.196;25.725;25.135;24.045;76.19K;-2.79%;;
03/24/2022;25.92;25.285;26.035;25.47;37.91K;2.90%;;
03/23/2022;25.189;24.915;26.16;25.17;61.00K;1.14%;;
03/22/2022;24.904;25.41;25.37;24.78;34.15K;-1.62%;;
03/21/2022;25.313;25.15;25.59;24.695;45.76K;-1.18%;;
03/17/2022;25.616;25.24;25.64;24.98;38.06K;3.67%;;
03/16/2022;24.71;25.115;25.75;25.165;40.14K;-1.78%;;
03/15/2022;25.158;25.26;25.25;24.55;46.30K;-0.55%;;
03/14/2022;25.298;26.28;25.315;24.75;47.79K;-3.65%;;
03.10.2022;26.256;26.06;26.35;25.695;51.55K;1.70%;;
03.09.2022;25.816;26.925;26.425;25.6;55.85K;-4.01%;;
03.08.2022;26.895;25.805;27.39;25.73;87.11K;4.57%;;
03.07.2022;25.72;26.025;27.495;25.55;127.21K;2.01%;;
03.03.2022;25.212;25.45;25.92;25.155;70.86K;0.09%;;
03.02.2022;25.19;25.505;25.665;25.075;57.47K;-1.37%;;
03.01.2022;25.541;24.455;25.545;24.96;69.47K;4.82%;;
02/28/2022;24.366;24.62;25.65;24.345;68.56K;-1.34%;;
02/24/2022;24.697;24.655;24.55;23.92;67.32K;0.50%;;
02/23/2022;24.574;24.14;25.67;23.86;107.56K;1.00%;;
02/22/2022;24.331;24.08;24.62;24.05;62.69K;1.79%;;
02/17/2022;23.903;23.58;24.115;23.7;52.87K;1.14%;;
02/16/2022;23.633;23.425;23.93;23.44;60.05K;1.13%;;
02/15/2022;23.369;24.01;23.67;23.29;47.87K;-2.13%;;
02/14/2022;23.877;23.7;24.015;23.07;61.87K;1.41%;;
02.10.2022;23.545;23.68;23.71;22.855;77.04K;0.78%;;
02.09.2022;23.362;23.29;23.735;23.145;77.91K;0.61%;;
02.08.2022;23.221;22.845;23.365;23.095;52.98K;0.53%;;
02.07.2022;23.098;22.575;23.265;22.77;52.51K;3.13%;;
02.03.2022;22.397;22.635;22.69;22.1;47.76K;-1.47%;;
02.02.2022;22.73;22.675;22.66;21.985;55.03K;0.50%;;
02.01.2022;22.618;22.75;22.875;22.465;38.34K;0.89%;;
01/31/2022;22.419;22.575;23.06;22.405;48.40K;-1.13%;;
01/27/2022;22.676;23.565;22.83;22.15;63.81K;-4.75%;;
01/26/2022;23.807;23.85;23.625;22.585;82.12K;-0.37%;;
01/25/2022;23.896;24.045;24.025;23.46;55.62K;0.40%;;
01/24/2022;23.8;24.305;24.045;23.635;53.18K;-3.71%;;
01/20/2022;24.716;24.185;24.64;24.205;62.05K;2.00%;;
01/19/2022;24.231;23.505;24.755;24.125;75.61K;3.15%;;
01/18/2022;23.492;22.995;24.265;23.43;73.90K;1.42%;;
01/13/2022;23.162;23.19;23.345;22.845;50.67K;-0.19%;;
01.12.2022;23.207;22.82;23.315;23.025;53.38K;1.73%;;
01.11.2022;22.812;22.5;23.26;22.68;55.76K;1.56%;;
01.10.2022;22.462;22.385;22.86;22.48;48.87K;1.23%;;
01.06.2022;22.19;22.81;22.46;21.945;57.76K;-4.23%;;
01.05.2022;23.17;23.095;22.85;22;73.89K;0.49%;;
01.04.2022;23.056;22.92;23.3;22.75;41.19K;1.08%;;
01.03.2022;22.81;23.385;23.14;22.655;44.91K;-1.08%;;
12/30/2021;23.06;22.87;23.39;23.07;30.39K;0.92%;;
12/29/2021;22.85;23;23.155;22.63;30.54K;-1.14%;;
12/28/2021;23.113;23.17;23.185;22.6;40.03K;0.57%;;
12/27/2021;22.981;22.88;23.48;23.005;42.75K;0.78%;;
12/22/2021;22.804;22.455;22.965;22.68;33.91K;1.29%;;
12/21/2021;22.513;22.24;22.86;22.44;35.70K;1.04%;;
12/20/2021;22.281;22.26;22.805;22.185;45.67K;-0.85%;;
12/16/2021;22.471;22.165;22.69;22.355;39.31K;4.37%;;
12/15/2021;21.53;21.825;22.56;21.93;56.37K;-1.73%;;
12/14/2021;21.909;21.91;22.13;21.41;65.04K;-1.82%;;
12/13/2021;22.315;22.23;22.355;21.67;52.45K;1.43%;;
12.09.2021;22.001;22.435;22.24;21.815;43.90K;-1.88%;;
12.08.2021;22.422;22.415;22.475;21.84;58.89K;-0.40%;;
12.07.2021;22.512;22.31;22.58;22.305;28.91K;1.17%;;
12.06.2021;22.252;22.53;22.625;22.23;38.83K;-0.23%;;
12.02.2021;22.304;22.48;22.59;22.035;54.13K;-0.09%;;
12.01.2021;22.324;22.945;22.505;22.215;45.19K;-2.08%;;
11/30/2021;22.799;22.87;23.06;22.185;65.42K;-0.16%;;
11/29/2021;22.836;23.16;23.355;22.705;68.03K;-2.88%;;
11/24/2021;23.514;23.68;23.735;22.915;61.28K;0.26%;;
11/23/2021;23.452;24.245;23.695;23.4;54.62K;-3.56%;;
11/22/2021;24.318;24.67;24.34;23.28;93.87K;-2.41%;;
11/18/2021;24.919;25.2;25.04;24.61;67.98K;-1.06%;;
11/17/2021;25.185;24.88;25.23;24.73;63.62K;0.89%;;
11/16/2021;24.963;25.185;25.285;24.85;54.35K;-0.64%;;
11/15/2021;25.124;25.42;25.49;24.825;77.00K;-0.77%;;
11.11.2021;25.32;24.735;25.47;24.925;66.39K;2.13%;;
11.10.2021;24.791;24.315;25.365;24.645;82.02K;1.87%;;
11.09.2021;24.337;24.545;25.22;24.04;131.56K;-0.91%;;
11.08.2021;24.561;24.17;24.565;24.09;65.11K;2.64%;;
11.04.2021;23.93;23.635;24.255;23.665;73.24K;2.92%;;
11.03.2021;23.251;23.565;24.115;23.485;68.46K;-1.16%;;
11.02.2021;23.524;24.12;23.665;23.045;67.16K;-2.35%;;
11.01.2021;24.091;23.99;24.14;23.43;63.00K;-0.20%;;
10/28/2021;24.139;24.15;24.14;23.705;57.80K;-0.21%;;
10/27/2021;24.191;24.22;24.31;24.02;45.96K;0.43%;;
10/26/2021;24.088;24.65;24.33;23.905;48.09K;-2.05%;;
10/25/2021;24.592;24.395;24.655;23.925;61.76K;1.75%;;
10/21/2021;24.17;24.37;24.92;24.185;83.28K;-1.12%;;
10/20/2021;24.445;23.71;24.55;24.07;58.68K;2.35%;;
10/19/2021;23.883;23.25;24.495;23.615;73.13K;2.66%;;
10/18/2021;23.264;23.38;24.18;23.22;79.07K;-0.91%;;
10/14/2021;23.477;23.1;23.645;23.1;52.25K;1.32%;;
10/13/2021;23.17;22.57;23.625;22.925;54.28K;2.91%;;
10.12.2021;22.514;22.61;23.285;22.48;71.90K;-0.67%;;
10.11.2021;22.665;22.685;22.79;22.325;42.93K;0.03%;;
10.07.2021;22.658;22.64;23.22;22.435;69.58K;0.56%;;
10.06.2021;22.532;22.635;22.84;22.385;41.56K;-0.34%;;
10.05.2021;22.608;22.725;22.7;22.185;38.89K;-0.16%;;
10.04.2021;22.644;22.6;22.73;22.38;27.04K;2.71%;;
09/30/2021;22.047;21.515;22.6;21.99;43.51K;2.62%;;
09/29/2021;21.485;22.475;22.225;21.46;66.12K;-4.34%;;
09/28/2021;22.46;22.635;22.565;21.41;80.16K;-0.99%;;
09/27/2021;22.685;22.435;22.68;22.08;55.49K;0.10%;;
09/23/2021;22.663;22.59;22.79;22.09;41.67K;-0.99%;;
09/22/2021;22.89;22.485;22.88;22.465;43.74K;1.31%;;
09/21/2021;22.593;22.21;23.15;22.455;51.99K;1.84%;;
09/20/2021;22.185;22.325;22.72;22.21;41.11K;-2.59%;;
09/16/2021;22.774;23.515;23.13;22.305;66.39K;-4.23%;;
09/15/2021;23.779;23.865;24;22.585;90.20K;-0.35%;;
09/14/2021;23.863;23.695;23.94;23.67;32.69K;0.37%;;
09/13/2021;23.775;23.455;23.98;23.435;42.44K;-1.58%;;
09.09.2021;24.156;23.975;24.345;23.76;39.09K;0.50%;;
09.08.2021;24.036;24.095;24.355;23.865;43.41K;-1.32%;;
09.07.2021;24.357;24.81;24.48;23.94;45.43K;1.91%;;
09.02.2021;23.9;23.9;24.945;23.91;67.19K;-1.24%;;
09.01.2021;24.201;23.935;24.275;23.815;36.86K;0.88%;;
08/31/2021;23.991;23.965;24.325;23.775;48.67K;0.00%;;
08/30/2021;23.992;24.13;24.27;23.83;44.56K;1.80%;;
08/26/2021;23.567;23.895;24.135;23.305;63.31K;-0.96%;;
08/25/2021;23.795;23.815;23.895;23.42;55.51K;-0.48%;;
08/24/2021;23.909;23.625;23.91;23.59;56.58K;1.03%;;
08/23/2021;23.666;23.035;23.975;23.545;52.17K;1.84%;;
08/19/2021;23.239;23.355;23.3;22.835;55.72K;-0.82%;;
08/18/2021;23.43;23.66;23.515;23.08;51.43K;-1.00%;;
08/17/2021;23.666;23.87;23.83;23.265;46.29K;-0.56%;;
08/16/2021;23.799;23.755;23.955;23.565;42.59K;2.93%;;
08.12.2021;23.122;23.13;23.83;23.13;53.76K;-1.59%;;
08.11.2021;23.496;23.495;23.53;22.97;66.98K;0.40%;;
08.10.2021;23.402;23.525;23.565;23.19;70.05K;0.53%;;
08.09.2021;23.279;23.75;23.675;23.22;62.93K;-8.00%;;
08.05.2021;25.303;25.48;25.23;24.205;113.95K;-0.67%;;
08.04.2021;25.474;25.5;25.565;25.115;42.43K;-0.47%;;
08.03.2021;25.595;25.515;26.09;25.375;72.93K;0.02%;;
08.02.2021;25.59;25.57;25.665;25.27;45.85K;-0.81%;;
07/29/2021;25.799;25.075;25.685;25.395;43.33K;3.71%;;
07/28/2021;24.877;24.73;25.875;25;70.55K;0.92%;;
07/27/2021;24.649;25.255;25.06;24.655;54.85K;-2.64%;;
07/26/2021;25.318;25.27;25.32;24.515;80.91K;-0.25%;;
07/22/2021;25.381;25.33;25.535;25.05;39.88K;0.50%;;
07/21/2021;25.255;24.975;25.515;25.06;48.08K;1.04%;;
07/20/2021;24.995;25.24;25.365;24.79;50.53K;-0.59%;;
07/19/2021;25.144;25.7;25.315;24.84;64.68K;-4.74%;;
07/15/2021;26.394;26.325;26.55;25.64;78.28K;0.47%;;
07/14/2021;26.271;26.055;26.49;26.245;35.26K;0.50%;;
07/13/2021;26.14;26.32;26.575;26.01;65.10K;-0.38%;;
07.12.2021;26.239;26.185;26.44;26.005;50.73K;0.97%;;
07.08.2021;25.987;26.265;26.3;25.82;45.50K;-0.54%;;
07.07.2021;26.129;26.265;26.31;25.875;59.52K;-0.17%;;
07.06.2021;26.174;26.64;26.545;26.06;50.06K;0.28%;;
07.01.2021;26.1;26.25;26.7;26.1;57.34K;-0.36%;;
06/30/2021;26.194;25.875;26.525;26.045;54.77K;1.13%;;
06/29/2021;25.901;26.235;26.275;25.8;44.64K;-1.29%;;
06/28/2021;26.239;26.215;26.235;25.58;75.84K;0.65%;;
06/24/2021;26.069;25.935;26.38;25.97;49.17K;-0.24%;;
06/23/2021;26.132;25.86;26.245;25.865;53.06K;0.99%;;
06/22/2021;25.876;26;26.37;25.8;66.10K;-0.64%;;
06/21/2021;26.043;25.95;26.085;25.735;54.12K;0.66%;;
06/17/2021;25.873;27.2;26.555;25.77;88.18K;-7.03%;;
06/16/2021;27.828;27.8;27.32;25.82;156.97K;0.43%;;
06/15/2021;27.71;27.78;27.97;26.7;74.31K;-1.23%;;
06/14/2021;28.054;28.11;28.03;27.485;63.84K;0.02%;;
06.10.2021;28.047;27.82;28.445;28.025;75.34K;0.11%;;
06.09.2021;28.017;27.75;28.18;27.475;82.06K;0.97%;;
06.08.2021;27.747;28.11;28.145;27.62;64.18K;-1.02%;;
06.07.2021;28.033;27.92;28.12;27.61;70.19K;1.97%;;
06.03.2021;27.492;28.32;27.98;27.31;76.80K;-2.58%;;
06.02.2021;28.22;27.88;28.37;27.09;106.48K;0.36%;;
06.01.2021;28.119;28.07;28.32;27.765;53.89K;0.59%;;
05/27/2021;27.955;27.805;28.095;27.48;66.46K;0.28%;;
05/26/2021;27.877;28.105;27.995;27.575;56.81K;-0.64%;;
05/25/2021;28.056;27.88;28.34;27.685;65.97K;0.54%;;
05/24/2021;27.905;27.69;28.16;27.545;69.31K;-0.58%;;
05/20/2021;28.067;27.84;28.195;27.265;78.64K;0.15%;;
05/19/2021;28.025;28.3;28.125;27.49;55.96K;-1.09%;;
05/18/2021;28.333;28.325;28.365;27.425;109.07K;0.21%;;
05/17/2021;28.274;27.515;28.9;28.12;77.21K;4.49%;;
05/13/2021;27.059;27.095;27.595;26.92;58.61K;-0.68%;;
05.12.2021;27.244;27.76;27.33;26.78;63.63K;-1.53%;;
05.11.2021;27.667;27.4;27.83;27.03;77.86K;0.64%;;
05.10.2021;27.492;27.68;27.78;27.18;62.13K;0.05%;;
05.06.2021;27.477;26.59;27.8;27.23;80.78K;3.60%;;
05.05.2021;26.522;26.595;27.585;26.245;90.93K;-0.14%;;
05.04.2021;26.558;27.015;26.71;26.165;40.71K;-1.49%;;
05.03.2021;26.96;25.99;27.24;26.16;76.95K;3.35%;;
04/29/2021;26.085;26.3;26.275;25.855;55.51K;-0.07%;;
04/28/2021;26.102;26.345;26.58;25.745;81.33K;-1.24%;;
04/27/2021;26.43;26.325;26.345;25.84;62.06K;0.77%;;
04/26/2021;26.228;26.02;26.515;26.1;65.27K;0.11%;;
04/22/2021;26.2;26.64;26.47;25.89;63.84K;-1.45%;;
04/21/2021;26.586;25.96;26.67;26.025;84.13K;2.83%;;
04/20/2021;25.854;25.82;26.73;25.795;94.21K;0.01%;;
04/19/2021;25.852;26;26.15;25.725;70.92K;-0.49%;;
04/15/2021;25.979;25.465;26.38;25.795;58.50K;1.72%;;
04/14/2021;25.539;25.43;26.07;25.38;72.56K;0.38%;;
04/13/2021;25.442;24.885;25.59;25.235;56.47K;2.25%;;
04.12.2021;24.882;25.3;25.54;24.68;77.44K;-2.82%;;
04.08.2021;25.604;25.38;25.555;25.01;60.53K;1.33%;;
04.07.2021;25.267;25.21;25.675;25.02;65.65K;0.08%;;
04.06.2021;25.247;24.84;25.33;24.895;44.35K;1.80%;;
04.05.2021;24.801;25.05;25.355;24.795;53.64K;1.01%;;
03/31/2021;24.552;23.93;25.045;24.27;63.17K;1.64%;;
03/30/2021;24.157;24.745;24.565;23.74;65.79K;-2.48%;;
03/29/2021;24.771;25.105;24.77;23.88;72.66K;-1.10%;;
03/25/2021;25.047;25.17;25.335;24.92;42.08K;-0.73%;;
03/24/2021;25.231;25.12;25.255;24.435;86.47K;0.02%;;
03/23/2021;25.227;25.85;25.43;25.02;42.91K;-2.10%;;
03/22/2021;25.769;26.34;25.915;25.05;63.34K;-2.21%;;
03/18/2021;26.351;26.4;26.4;25.925;51.79K;1.12%;;
03/17/2021;26.058;26.005;26.74;25.875;76.40K;0.21%;;
03/16/2021;26.003;26.34;26.615;25.805;55.13K;-1.08%;;
03/15/2021;26.288;26.07;26.405;25.885;47.61K;0.36%;;
03.11.2021;26.193;26.315;26.235;25.425;56.88K;0.24%;;
03.10.2021;26.13;26.025;26.545;25.885;55.08K;-0.20%;;
03.09.2021;26.183;25.17;26.315;25.61;53.39K;3.62%;;
03.08.2021;25.269;25.4;26.22;25.09;69.61K;-0.75%;;
03.04.2021;25.461;26.175;25.505;24.845;79.26K;-3.51%;;
03.03.2021;26.387;26.86;26.385;25.08;95.00K;-1.83%;;
03.02.2021;26.879;26.63;26.915;25.875;82.46K;0.75%;;
03.01.2021;26.678;26.7;26.985;25.82;82.14K;-3.64%;;
02/25/2021;27.685;28.08;27.65;26.16;116.75K;-0.75%;;
02/24/2021;27.894;27.76;28.345;27.345;109.69K;0.64%;;
02/23/2021;27.717;28.29;28.08;27.365;73.50K;-1.40%;;
02/22/2021;28.111;27.64;28.425;27.285;104.38K;3.74%;;
02/18/2021;27.098;27.45;27.71;26.105;96.26K;-0.87%;;
02/17/2021;27.335;27.22;27.595;26.905;84.30K;-0.02%;;
02/16/2021;27.341;27.52;27.49;26.915;73.03K;0.99%;;
02.11.2021;27.072;27.145;27.5;26.91;53.47K;-0.13%;;
02.10.2021;27.108;27.46;27.35;26.75;62.16K;-1.16%;;
02.09.2021;27.427;27.4;27.595;26.88;71.17K;-0.59%;;
02.08.2021;27.589;27.18;27.875;27.13;81.81K;5.06%;;
02.04.2021;26.261;26.645;27.105;26.255;90.32K;-2.43%;;
02.03.2021;26.914;26.88;27.015;25.935;104.91K;1.85%;;
02.02.2021;26.426;29;27.26;26.545;93.58K;-10.24%;;
02.01.2021;29.441;28.86;29.15;26.35;208.63K;13.47%;;
01/28/2021;25.945;25.36;27.77;26.15;187.56K;2.19%;;
01/27/2021;25.389;25.53;27.1;24.895;190.87K;-0.58%;;
01/26/2021;25.538;25.395;25.545;24.715;96.67K;0.21%;;
01/25/2021;25.484;25.535;25.72;25.23;52.74K;-1.43%;;
01/21/2021;25.854;25.91;26.045;25.05;75.21K;0.34%;;
01/20/2021;25.766;25.29;26.13;25.7;59.50K;1.76%;;
01/19/2021;25.32;24.835;25.96;25.06;80.82K;-1.87%;;
01/14/2021;25.802;25.29;25.865;24.61;106.18K;0.90%;;
01/13/2021;25.572;25.655;25.99;25.095;84.24K;0.54%;;
01.12.2021;25.435;25.015;25.785;25.17;58.51K;0.60%;;
01.11.2021;25.284;25.47;25.745;25;65.92K;-7.25%;;
01.07.2021;27.261;27.41;27.335;24.53;186.37K;0.81%;;
01.06.2021;27.042;27.72;27.495;27.02;69.49K;-2.16%;;
01.05.2021;27.64;27.355;28.105;26.7;129.36K;1.01%;;
01.04.2021;27.364;26.77;27.85;27.15;67.46K;2.98%;;
